FID,ID_EQUIP_EDUCACAO,NOME,DEPENDENCIA_ADM,CODIGO_INEP,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,REGIONAL,GEOMETRIA
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983102,1983102,EMEI SABINÓPOLIS,EMEIS,31357707,RUA,SABINOPOLIS,120,,Carlos Prates,NOROESTE,POINT (608822.023359398 7798046.73118637)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983188,1983188,EMEI SARANDI,EMEIS,31362174,RUA,DEPUTADO AUGUSTO GONCALVES,150,,Serrano,PAMPULHA,POINT (603249.259146386 7802059.3944204)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983119,1983119,EMEI SOLIMÕES,EMEIS,31361879,RUA,WALDEMAR CANDIDO RODRIGUES,244,,Jardim Felicidade,NORTE,POINT (612110.499048008 7807677.60085077)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983123,1983123,EMEI JARDIM VITÓRIA III,EMEIS,31361917,RUA,BERENICE RIBEIRO DE MIRANDA,240,,Jardim Vitória,NORDESTE,POINT (617245.507879036 7805781.84672603)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983095,1983095,EMEI PARQUE REAL,EMEIS,31362085,RUA,TRES MIL E SETENTA E QUATRO,500,,Paulo VI,NORDESTE,POINT (616400.028479993 7805651.79319804)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983110,1983110,EMEI LAGOA,EMEIS,31358002,RUA,HELCIO PEREIRA FORTES,6,,Lagoa,VENDA NOVA,POINT (604726.098105638 7809268.39704881)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983111,1983111,EMEI JARDIM MONTANHES,EMEIS,31361887,RUA,LEOPOLDO PEREIRA,197,,Jardim Montanhês,NOROESTE,POINT (606608.89647127 7798712.7056292)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983155,1983155,EMEI SÃO GABRIEL,EMEIS,31357600,RUA,SAO JOAO DA SERRA,140,,São Gabriel,NORDESTE,POINT (613721.654564998 7804416.33467205)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983074,1983074,EMEI MANACÁS,EMEIS,31362077,RUA,FRANCISCA SANTOS ANASTASIA,860,,Paquetá,PAMPULHA,POINT (605625.826914304 7800227.50729572)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983055,1983055,EMEI FRANCISCO AZEVEDO,EMEIS,31002721,RUA,PITT,332,,União,NORDESTE,POINT (612408.470877487 7801157.06808631)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983186,1983186,EMEI JARDIM GUANABARA,EMEIS,31357782,RUA,JOAO ALVARES CABRAL,77,,Jardim Guanabara,NORTE,POINT (611674.219672153 7807075.45341614)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983146,1983146,EMEI SANTA MARIA,EMEIS,31357880,RUA,JOAO BATISTA VIEIRA,720,,Santa Maria,OESTE,POINT (602809.038256957 7795545.50030467)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983175,1983175,EMEI JAQUELINE,EMEIS,31361844,RUA,LUIZ GONZAGA DE SOUZA,101,,Jaqueline,NORTE,POINT (610662.215447553 7809814.01598966)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983173,1983173,EMEI CURUMINS,EMEIS,31357812,RUA,CECILIA TRINDADE SILVA,95,,Jardim Felicidade,NORTE,POINT (612265.603379215 7806939.94099929)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983342,1983342,EMEI LAJEDO,EMEIS,31361950,RUA,PINTOR RUGENDAS,7,,Lajedo,NORTE,POINT (613829.754521026 7806518.15177723)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983066,1983066,EMEI SÃO JOÃO,EMEIS,31357472,RUA,SAO JOAO,355,,Nossa Senhora de Fátima,CENTRO-SUL,POINT (614687.267669589 7795221.64622423)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983114,1983114,EMEI OURO PRETO,EMEIS,31362069,RUA,GERALDINA CANDIDA DE JESUS,90,,Ouro Preto,PAMPULHA,POINT (605945.171972199 7801842.05865847)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983161,1983161,EMEI SANTA ISABEL,EMEIS,31357499,RUA,DOUTOR ARGEMIRO RESENDE COSTA,380,,Vila Novo São Lucas,CENTRO-SUL,POINT (613998.121232553 7795614.30629941)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983103,1983103,EMEI TIROL,EMEIS,31361941,PRACA,MARIETA PULQUERIA DE JESUS,20,,Tirol,BARREIRO,POINT (600933.323071575 7788837.97560188)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983150,1983150,EMEI RIBEIRO DE ABREU,EMEIS,31357642,RUA,DIANOPOLIS,170,,Ribeiro de Abreu,NORDESTE,POINT (615068.233921907 7806121.20765009)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983053,1983053,EMEI ÁGUAS CLARAS,EMEIS,31357367,RUA,CLEMENTE BORGES DOS SANTOS,150,,Águas Claras,BARREIRO,POINT (602221.719751132 7786966.74648514)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983069,1983069,EMEI DIAMANTE,EMEIS,31361798,RUA,AZARIAS DUARTE,180,,Diamante,BARREIRO,POINT (602584.512162622 7788570.55003557)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983163,1983163,EMEI MARIQUINHAS,EMEIS,31357847,RUA,ACALIFA,209,,Mariquinhas,NORTE,POINT (611043.189945715 7808953.07123247)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983167,1983167,EMEI UNIVERSITÁRIO,EMEIS,31362123,RUA,ARISTOTELES RIBEIRO VASCONCELOS,40,,Santa Rosa,PAMPULHA,POINT (610744.772840644 7803064.45984225)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983104,1983104,EMEI NOVA ESPERANÇA,EMEIS,31357677,AVENIDA,AMERICO VESPUCIO,1998,,Caiçaras,NOROESTE,POINT (608646.865134863 7799285.18910185)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983166,1983166,EMEI CALIFÓRNIA II,EMEIS,31366080,RUA,CHRISTINA MARIA ASSIS,550,,Califórnia,NOROESTE,POINT (603012.339548074 7796244.64799518)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983682,1983682,EMEI TUPÃ,EMEIS,31387037,RUA,TUPA,211,,Nova Gameleira,OESTE,POINT (605462.476405437 7794128.73614049)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983160,1983160,EMEI VILA ANTENA,EMEIS,31357910,RUA,FLOR DO ORIENTE,137,,Vila Antena Montanhês,PAMPULHA,POINT (606211.793101665 7799658.7230701)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983151,1983151,EMEI SOL NASCENTE,EMEIS,31357316,RUA,MARIA LETICIA,800,,Milionários,BARREIRO,POINT (605201.132949685 7790745.38735374)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983140,1983140,EMEI VILA SÃO VICENTE,EMEIS,31357650,RUA,HUMAITA,1149,,Padre Eustáquio,NOROESTE,POINT (606405.619917686 7796953.22376664)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983072,1983072,EMEI FLORAMAR,EMEIS,31361801,RUA,JOSE FERREIRA MAGALHAES,87,,Floramar,NORTE,POINT (611707.425687133 7806402.34042633)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983148,1983148,EMEI HELIÓPOLIS,EMEIS,31357804,RUA,DOS BENEDITINOS,220,,Heliópolis,NORTE,POINT (610843.566301154 7805571.42955583)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983085,1983085,EMEI SOLAR URUCUIA,EMEIS,31357324,RUA,NELSON DE PAULA PIRES,411,,Pongelupe,BARREIRO,POINT (603620.800398673 7787109.34745912)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983133,1983133,EMEI ALAÍDE LISBOA,EMEIS,31357979,AVENIDA,PRESIDENTE ANTONIO CARLOS,6627,,Campus UFMG,PAMPULHA,POINT (609242.981956552 7802765.07078202)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983136,1983136,EMEI GAMELEIRA,EMEIS,31357898,AVENIDA,AMAZONAS,5855,,Gameleira,OESTE,POINT (606154.632909005 7795755.38758272)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983127,1983127,EMEI PITUCHINHA,EMEIS,31357731,RUA,MARQUES DE LAVRADIO,619,,João Pinheiro,NOROESTE,POINT (604368.360396702 7796069.52364124)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983165,1983165,EMEI MARFIM,EMEIS,31362050,RUA,ASSUMAR,375,,Pindorama,NOROESTE,POINT (602206.176334634 7798514.40599252)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983159,1983159,EMEI COQUEIRO VERDE,EMEIS,31357618,RUA,DAS ALMAS,1200,,Conjunto Paulo VI,NORDESTE,POINT (617094.996483102 7806542.40191722)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983138,1983138,EMEI JULIANA,EMEIS,31357790,RUA,DA GALERIA,1130,,Juliana,NORTE,POINT (610741.870303452 7808416.88037257)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983158,1983158,EMEI CAPITÃO EDUARDO,EMEIS,31357626,RUA,DOS MENSAGEIROS,95,,Conjunto Capitão Eduardo,NORDESTE,POINT (618354.260594761 7806949.62902732)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983047,1983047,EMEI CARLOS PRATES,EMEIS,31357693,AVENIDA,NOSSA SENHORA DE FATIMA,2283,,Carlos Prates,NOROESTE,POINT (609656.758423323 7797611.41979274)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983046,1983046,EMEI JATOBÁ IV,EMEIS,31357294,AVENIDA,AGENOR NONATO DE SOUZA,8,,Vale do Jatobá,BARREIRO,POINT (600809.93225753 7787716.77381925)
ESCOLAS_MUNICIPAIS_EDUCACAO_INFANTIL.1983093,1983093,EMEI PACAJÁ,EMEIS,31362115,RUA,CACHOEIRINHA,915,,Santa Cruz,NORDESTE,POINT (610358.793114994 7801288.65130293)
