FID,ID_EQUIP_EDUCACAO,NOME,DEPENDENCIA_ADM,CODIGO_INEP,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,REGIONAL,GEOMETRIA
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981858,1981858,ESCOLA MUNICIPAL GOVERNADOR OZANAM COELHO,Municipal,31224111,RUA,ANGELA BENAREGES,166,,Conjunto Capitão Eduardo,NORDESTE,POINT (618552.309283062 7806911.51678496)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981808,1981808,ESCOLA MUNICIPAL ANTONIA FERREIRA,Municipal,31003476,RUA,JOAO GUALBERTO DE ABREU,10,,São João Batista,VENDA NOVA,POINT (608664.272112172 7808237.85681229)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981729,1981729,ESCOLA MUNICIPAL PROFESSORA ALCIDA TORRES,Municipal,31003093,RUA,ALVARO FERNANDES,144,,Taquaril,LESTE,POINT (616777.935524078 7797380.04688803)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981874,1981874,ESCOLA MUNICIPAL PEDRO NAVA,Municipal,31231975,RUA,SAO PEDRO DA ALDEIA,445,,Serra do Curral,BARREIRO,POINT (608100.635671165 7788238.31766051)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981789,1981789,ESCOLA MUNICIPAL DOM ORIONE,Municipal,31003336,AVENIDA,EXPEDICIONARIO BENVINDO BELEM DE LIMA,900,,São Luíz,PAMPULHA,POINT (606911.47772771 7802825.41849842)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982122,1982122,ESCOLA MUNICIPAL MOYSES KALIL,Municipal,31003671,RUA,AFONSO PEREIRA DA SILVA,10,,Mantiqueira,VENDA NOVA,POINT (606638.243431119 7811462.34047799)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981784,1981784,ESCOLA MUNICIPAL DE ENSINO ESPECIAL FREI LEOPOLDO,Municipal,31231967,RUA,CLOVIS CYRILO LIMONGE,141,,Havaí,OESTE,POINT (606840.794350405 7793656.54479609)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982045,1982045,ESCOLA MUNICIPAL SALGADO FILHO,Municipal,31002712,RUA,CLOVIS CYRILO LIMONGE,151,,Salgado Filho,OESTE,POINT (606879.252968202 7793676.81067102)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981856,1981856,ESCOLA MUNICIPAL PROFESSORA ALICE NACIF,Municipal,31003131,RUA,EXPEDICIONARIO PAULO DE SOUZA,721,,Confisco,PAMPULHA,POINT (603038.017107211 7802918.13962531)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981730,1981730,ESCOLA MUNICIPAL PROFESSORA ONDINA NOBRE,Municipal,31003727,RUA,RADIALISTA JOSE JUNQUILHO,100,,Céu Azul,VENDA NOVA,POINT (604287.221288829 7807572.28228806)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981733,1981733,ESCOLA MUNICIPAL PREFEITO AMINTHAS DE BARROS,Municipal,31003018,RUA,SAN SALVADOR,100,,Havaí,OESTE,POINT (607817.052839982 7792246.53180014)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982169,1982169,ESCOLA MUNICIPAL PROFESSOR EDSON PISANI,Municipal,31212784,RUA,NOSSA SENHORA DE FATIMA,1015,,Nossa Senhora de Fátima,CENTRO-SUL,POINT (614294.526351616 7795007.03990672)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982151,1982151,ESCOLA MUNICIPAL MARLENE PEREIRA RANCANTE,Municipal,31217794,RUA,DOS COMERCIANTES,38,,Alípio de Melo,PAMPULHA,POINT (604501.126735711 7799641.0966579)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981870,1981870,ESCOLA MUNICIPAL ANTONIO GOMES HORTA,Municipal,31003492,RUA,ANTONIO JOSE DE OLIVEIRA,161,,Minascaixa,VENDA NOVA,POINT (609393.15527287 7808992.84313702)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981749,1981749,ESCOLA MUNICIPAL HELENA ANTIPOFF,Municipal,31002801,RUA,ANTONIO EUSTAQUIO PIAZZA,4020,,Tirol,BARREIRO,POINT (599890.091834626 7789279.46573784)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981936,1981936,ESCOLA MUNICIPAL GEORGE RICARDO SALUM,Municipal,31002763,RUA,FOSFORO,77,,Taquaril,LESTE,POINT (616411.292303302 7797136.60643962)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981859,1981859,ESCOLA MUNICIPAL OSWALDO FRANCA JUNIOR,Municipal,31219223,RUA,CIRCULAR,335,,São Gabriel,NORDESTE,POINT (613803.50281548 7804366.61479238)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982037,1982037,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,Municipal,31217786,RUA,FORTUNATO BRUNO DINIZ,40,,Lindéia,BARREIRO,POINT (598555.064905576 7790774.61140527)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981855,1981855,ESCOLA MUNICIPAL MARIA DE MAGALHAES PINTO,Municipal,31003123,RUA,SENADOR VIRGILIO TAVORA,150,,Santa Terezinha,PAMPULHA,POINT (604000.20818642 7802011.50416832)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982168,1982168,ESCOLA MUNICIPAL THEOMAR DE CASTRO ESPINDOLA,Municipal,31312606,RUA,MICA,144,,Nossa Senhora da Aparecida,CENTRO-SUL,POINT (613167.847170392 7795935.40094152)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982036,1982036,ESCOLA MUNICIPAL EDITH PIMENTA DA VEIGA,Municipal,31217867,ALAMEDA,VARGEM GRANDE,38,,Castanheira,BARREIRO,POINT (601330.25327845 7788642.18545439)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981860,1981860,ESCOLA MUNICIPAL PROFESSORA MARIA MAZARELLO,Municipal,31219193,RUA,BENEDITO NEVES,45,,Nazaré,NORDESTE,POINT (615940.677231798 7804317.45479876)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981747,1981747,ESCOLA MUNICIPAL MESTRE ATAIDE,Municipal,31003204,RUA,AUGUSTO JOSE DOS SANTOS,560,,Estrela do Oriente,OESTE,POINT (605803.252746021 7791744.87391115)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982243,1982243,ESCOLA MUNICIPAL NOSSA SENHORA DO AMPARO,Municipal,31002739,RUA,HESPERIA,300,,Aparecida,NOROESTE,POINT (609819.415947906 7800407.12073592)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981809,1981809,ESCOLA MUNICIPAL GERALDO TEIXEIRA DA COSTA,Municipal,31003824,RUA,MARCIO LIMA PAIXAO,9,,Rio Branco,VENDA NOVA,POINT (607225.545445255 7808658.2312463)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981728,1981728,ESCOLA MUNICIPAL OSWALDO CRUZ,Municipal,31002771,RUA,SANTOS,2200,,Jardim América,OESTE,POINT (607822.206492667 7793219.23380947)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982150,1982150,ESCOLA MUNICIPAL GOVERNADOR CARLOS LACERDA,Municipal,31002780,RUA,PRINCESA LEOPOLDINA,490,,Ipiranga,NORDESTE,POINT (611787.591785378 7800803.73000725)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981864,1981864,ESCOLA MUNICIPAL ANNE FRANK,Municipal,31219185,RUA,CECILIA MAGALHAES GOMES,445,,Confisco,PAMPULHA,POINT (602563.633684864 7802926.1279993)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981862,1981862,ESCOLA MUNICIPAL HENRIQUETA LISBOA,Municipal,31212768,RUA,GEORGINA PADUA,297,,Penha,NORDESTE,POINT (613669.961367106 7802112.15368141)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982175,1982175,ESCOLA MUNICIPAL TANCREDO PHIDEAS GUIMARAES,Municipal,31003794,RUA,SATURNO,400,,Parque São Pedro,VENDA NOVA,POINT (609953.081083943 7808675.72768495)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981748,1981748,ESCOLA MUNICIPAL TENENTE MANOEL MAGALHAES PENIDO,Municipal,31003425,RUA,AMUR,60,,Betânia,OESTE,POINT (604947.614466805 7792344.23191357)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981758,1981758,ESCOLA MUNICIPAL SEBASTIANA NOVAIS,Municipal,31003778,RUA,ANITA MALFATTI,60,,Tupi B,NORTE,POINT (613155.239274463 7805645.45448827)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981934,1981934,ESCOLA MUNICIPAL ISRAEL PINHEIRO,Municipal,31002925,RUA,DESEMBARGADOR BRAULIO,1147,,Alto Vera Cruz,LESTE,POINT (616220.28556603 7797942.66236928)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982217,1982217,ESCOLA MUNICIPAL MARIA SILVEIRA,Municipal,31003603,RUA,LIBANIA PENA,201,,São Bernardo,NORTE,POINT (610527.107288763 7805003.14522846)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981866,1981866,ESCOLA MUNICIPAL JARDIM FELICIDADE,Municipal,31212792,RUA,QUARENTA E SETE A,250,,Jardim Felicidade,NORTE,POINT (611982.012302188 7807630.27048473)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982127,1982127,ESCOLA MUNICIPAL PREFEITO OSWALDO PIERUCCETTI,Municipal,31219398,RUA,CAITITE,309,,Conjunto Jardim Filadélfia,NOROESTE,POINT (603724.434169785 7798172.00568711)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982174,1982174,ESCOLA MUNICIPAL CORA CORALINA,Municipal,31003557,RUA,LISBOA,54,,Copacabana,VENDA NOVA,POINT (605732.800252356 7806386.71360713)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981911,1981911,ESCOLA MUNICIPAL BELO HORIZONTE,Municipal,31002593,AVENIDA,JOSE BONIFACIO,189,,São Cristóvão,NOROESTE,POINT (610175.908534353 7798851.50737651)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981851,1981851,ESCOLA MUNICIPAL FRANCISCA ALVES,Municipal,31002682,AVENIDA,SANTA TEREZINHA,8,,Conjunto Lagoa,PAMPULHA,POINT (605029.388504688 7802820.20955869)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981958,1981958,ESCOLA MUNICIPAL ANISIO TEIXEIRA,Municipal,31250651,RUA,BOLIVAR,10,,União,NORDESTE,POINT (612440.266853093 7801048.00028675)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981876,1981876,ESCOLA MUNICIPAL ULYSSES GUIMARAES,Municipal,31231983,RUA,BOLIVIA,532,,Santa Rita de Cássia,CENTRO-SUL,POINT (610930.996988224 7793592.23788557)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981737,1981737,ESCOLA MUNICIPAL DULCE MARIA HOMEM,Municipal,31212776,RUA,TRES MARIAS,221,,Miramar,BARREIRO,POINT (603275.983927749 7788781.40711623)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982180,1982180,ESCOLA MUNICIPAL ZILDA ARNS,Municipal,31346900,RUA,ERVA MATE,46,,Piratininga,VENDA NOVA,POINT (605549.239512483 7808339.81605878)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1983541,1983541,ESCOLA MUNICIPAL CAROLINA MARIA DE JESUS,Municipal,31384291,RUA,GUAXE,77,,Goiânia,NORDESTE,POINT (615335.631563645 7802764.06412271)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981955,1981955,ESCOLA MUNICIPAL LUIZ GONZAGA JUNIOR,Municipal,31217832,RUA,MARIA PEREIRA DAMASCENO,65,,Ernesto do Nascimento,BARREIRO,POINT (601228.647985035 7787269.26490839)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981761,1981761,ESCOLA MUNICIPAL LIDIA ANGELICA,Municipal,31003581,RUA,CORONEL INDIO DO BRASIL,64,,Itapoã,PAMPULHA,POINT (609071.468395195 7806056.1808861)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981946,1981946,ESCOLA MUNICIPAL MARCONI,Municipal,31002674,AVENIDA,DO CONTORNO,8476,,Santo Agostinho,CENTRO-SUL,POINT (609374.173339301 7795778.18294279)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982166,1982166,ESCOLA MUNICIPAL CIAC LUCAS MONTEIRO MACHADO,Municipal,31244473,RUA,OTAVIANO DE CARVALHO,12,,Vila Pinho,BARREIRO,POINT (601832.870471667 7788230.31928856)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981751,1981751,ESCOLA MUNICIPAL PROFESSORA ISAURA SANTOS,Municipal,31003263,RUA,HOFFMAN,80,,Santa Helena,BARREIRO,POINT (603663.530363815 7789395.68208234)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982048,1982048,ESCOLA MUNICIPAL LEVINDO LOPES,Municipal,31003042,RUA,FLUORINA,1460,,Paraíso,LESTE,POINT (614639.16965981 7796617.50210181)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982129,1982129,ESCOLA MUNICIPAL AGENOR ALVES DE CARVALHO,Municipal,31002798,RUA,AGENOR ALVES,53,,Nazaré,NORDESTE,POINT (615595.514435413 7804288.82062716)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982146,1982146,ESCOLA MUNICIPAL PADRE GUILHERME PETERS,Municipal,31002852,RUA,CORONEL JORGE DAVIS,300,,Nossa Senhora do Rosário,CENTRO-SUL,POINT (613501.267884499 7795614.34629127)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982256,1982256,ESCOLA MUNICIPAL LUIGI TONIOLO,Municipal,31003069,RUA,MAFRA,124,,Novo Glória,NOROESTE,POINT (602856.690991143 7799015.06408502)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981753,1981753,ESCOLA MUNICIPAL ANTONIO MOURAO GUIMARAES,Municipal,31002950,RUA,INTERSINDICAL,270,,Flávio de Oliveira,BARREIRO,POINT (604348.611599613 7788040.54791597)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981937,1981937,ESCOLA MUNICIPAL PROFESSOR JOAO CAMILO DE OLIVEIRA,Municipal,31002941,RUA,ESTER BATISTA VIEIRA,12,,Califórnia,NOROESTE,POINT (603676.608272869 7796035.20062759)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1983544,1983544,ESCOLA MUNICIPAL PAULO MENDES CAMPOS,Municipal,31223689,RUA,DA BAHIA,1534,,Lourdes,HIPERCENTRO,POINT (611092.736838435 7796124.79922628)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982125,1982125,ESCOLA MUNICIPAL PREFEITO SOUZA LIMA,Municipal,31003051,RUA,DOS PARAGUAIOS,97,,Jardim Vitória,NORDESTE,POINT (616892.610480702 7804215.10563164)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981957,1981957,ESCOLA MUNICIPAL PROFESSOR EDGAR DA MATTA MACHADO,Municipal,31283002,RUA,PENALVA,201,,Dom Silvério,NORDESTE,POINT (614667.708526919 7804308.72657536)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981735,1981735,ESCOLA MUNICIPAL GRACY VIANNA LAGE,Municipal,31003468,RUA,JOAO SOARES LEAL,23,,Jardim dos Comerciários,VENDA NOVA,POINT (607727.362791575 7811514.55984889)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982255,1982255,ESCOLA MUNICIPAL PADRE EDEIMAR MASSOTE,Municipal,31002810,RUA,ENEIDA,1485,,Coqueiros,NOROESTE,POINT (602400.390705337 7799466.74214726)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982215,1982215,ESCOLA MUNICIPAL SANTA TEREZINHA,Municipal,31219231,RUA,CONCEICAO DA APARECIDA,400,,Santa Terezinha,PAMPULHA,POINT (604582.480235535 7802474.00002863)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982238,1982238,ESCOLA MUNICIPAL PROFESSORA HELENA ABDALLA,Municipal,31003719,RUA,ARNALDO LOURENCO,602,,Pousada Santo Antônio,NORDESTE,POINT (616897.351841172 7803868.4062013)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1982041,1982041,ESCOLA MUNICIPAL JOAO DO PATROCINIO,Municipal,31002968,RUA,SERINGUEIRA,128,,Nova Gameleira,OESTE,POINT (605339.358037618 7794337.4961904)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981966,1981966,ESCOLA MUNICIPAL PROFESSOR HILTON ROCHA,Municipal,31294659,RUA,VICENTE SURETTE,215,,Mangueiras,BARREIRO,POINT (600685.890021786 7786799.61050518)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981787,1981787,ESCOLA MUNICIPAL PROFESSOR AMILCAR MARTINS,Municipal,31219568,RUA,PRELUDIO,54,,Santa Amélia,PAMPULHA,POINT (607682.480661072 7806814.90644971)
ESCOLAS_MUNICIPAIS_ENSINO_FUNDAMENTAL.1981760,1981760,ESCOLA MUNICIPAL TRISTAO DA CUNHA,Municipal,31003808,RUA,DOUTOR JOSE FEROLLA,80,,Planalto,NORTE,POINT (610681.065447613 7806112.6493921)
