FID,ID_EQUIP_EDUCACAO,NOME,DEPENDENCIA_ADM,CODIGO_INEP,TIPO_LOGRADOURO,LOGRADOURO,NUMERO,COMPLEMENTO,BAIRRO,REGIONAL,GEOMETRIA
ESCOLAS_ESTADUAIS.1981724,1981724,ESCOLA ESTADUAL ENGENHEIRO FRANCISCO BICALHO,Estadual,31001406,AVENIDA,OLINTO MEIRELES,2632,,Miramar,BARREIRO,POINT (603844.279270783 7788967.45924586)
ESCOLAS_ESTADUAIS.1981887,1981887,ESCOLA ESTADUAL PRESIDENTE ANTONIO CARLOS,Estadual,31000221,RUA,PASSA TEMPO,600,,Carmo,CENTRO-SUL,POINT (611568.153376974 7794267.9103544)
ESCOLAS_ESTADUAIS.1981881,1981881,ESCOLA ESTADUAL PROFESSOR LEOPOLDO DE MIRANDA,Estadual,31001261,RUA,BARAO DE MACAUBAS,449,,Santo Antônio,CENTRO-SUL,POINT (610156.712208832 7794859.27998282)
ESCOLAS_ESTADUAIS.1982138,1982138,ESCOLA ESTADUAL MARECHAL DEODORO DA FONSECA,Estadual,31000230,RUA,CAMPANARIO,495,,Santa Inês,LESTE,POINT (614338.361259893 7800655.61015662)
ESCOLAS_ESTADUAIS.1981896,1981896,ESCOLA ESTADUAL ANTONIO CLEMENTE,Estadual,31002291,RUA,DOUTOR BENEDITO XAVIER,1975,,Aarão Reis,NORTE,POINT (613013.550931926 7805020.8716203)
ESCOLAS_ESTADUAIS.1982134,1982134,ESCOLA ESTADUAL PROFESSORA MARIA CECILIA DE MELO,Estadual,31002194,RUA,MARIA JOANA TAVARES,71,,Goiânia,NORDESTE,POINT (615184.887881162 7802242.20720939)
ESCOLAS_ESTADUAIS.1982016,1982016,ESCOLA ESTADUAL PRINCESA ISABEL,Estadual,31000469,RUA,SANTA JUDITE,565,,Aparecida Sétima Seção,NOROESTE,POINT (608818.72502168 7800470.94774412)
ESCOLAS_ESTADUAIS.1982111,1982111,ESCOLA ESTADUAL ORONCIO MURGEL DUTRA,Estadual,31002399,RUA,SAO LUIZ,500,,Vila São Tomáz,NORTE,POINT (609804.004464917 7805614.95069723)
ESCOLAS_ESTADUAIS.1982252,1982252,ESCOLA ESTADUAL ASSIS DAS CHAGAS,Estadual,31001708,ALAMEDA,TOCARI,165,,Dom Cabral,NOROESTE,POINT (604820.372843474 7796773.17041597)
ESCOLAS_ESTADUAIS.1981988,1981988,ESCOLA ESTADUAL MANUEL CASASANTA,Estadual,31000159,RUA,GUILHERMINO ESTEVAO NASCIMENTO,150,,Parque São José,OESTE,POINT (606807.126568145 7792124.78658103)
ESCOLAS_ESTADUAIS.1981783,1981783,ESCOLA ESTADUAL AMELIA JOSEFINA KEESEN,Estadual,31000744,RUA,HERCULANO PENA,598,,Salgado Filho,OESTE,POINT (606580.407079227 7795236.86312687)
ESCOLAS_ESTADUAIS.1981914,1981914,ESCOLA ESTADUAL SILVIANO BRANDAO,Estadual,31001201,RUA,ITAPECERICA,685,,Lagoinha,NOROESTE,POINT (610404.202979532 7798376.97396641)
ESCOLAS_ESTADUAIS.1981720,1981720,ESCOLA ESTADUAL HERMENEGILDO CHAVES,Estadual,31000299,RUA,HERCULANO MOURAO SALAZAR,105,,Vila Vista Alegre,OESTE,POINT (605523.619674256 7793448.55713137)
ESCOLAS_ESTADUAIS.1982001,1982001,ESCOLA ESTADUAL SARAH KUBITSCHEK IPIRANGA,Estadual,31000809,RUA,JOSE CLEMENTE PEREIRA,91,,Ipiranga,NORDESTE,POINT (611538.047799449 7801200.93915648)
ESCOLAS_ESTADUAIS.1981726,1981726,ESCOLA ESTADUAL MARIA CAROLINA CAMPOS,Estadual,31002429,PRACA,PARIS,30,,Lagoinha Leblon,VENDA NOVA,POINT (605541.61210651 7809852.35818522)
ESCOLAS_ESTADUAIS.1982235,1982235,ESCOLA ESTADUAL LUIZ DE BESSA,Estadual,31001414,RUA,ASA BRANCA,103,,Goiânia,NORDESTE,POINT (615105.035125 7802448.93513052)
ESCOLAS_ESTADUAIS.1981939,1981939,ESCOLA ESTADUAL CANDIDA CABRAL,Estadual,31000434,RUA,FREI LUIZ DE SOUZA,481,,João Pinheiro,NOROESTE,POINT (604437.617242944 7796123.94256442)
ESCOLAS_ESTADUAIS.1982109,1982109,ESCOLA ESTADUAL PROFESSOR ALCINDO VIEIRA,Estadual,31000621,PRACA,BERNARDO DA VEIGA,15,,Nova Cachoeirinha,NOROESTE,POINT (609008.799978546 7801108.48797465)
ESCOLAS_ESTADUAIS.1982130,1982130,ESCOLA ESTADUAL JOSE IZIDORO DE MIRANDA,Estadual,31001058,RUA,FRANCELINA ALVES DE MIRANDA,468,,Maria Goretti,NORDESTE,POINT (614180.041049411 7803114.15972598)
ESCOLAS_ESTADUAIS.1981944,1981944,ESCOLA ESTADUAL DOUTOR PAULO DINIZ CHAGAS,Estadual,31001716,RUA,ENGENHEIRO FELIPE CALDAS,100,,Gameleira,OESTE,POINT (606277.034221734 7795648.73929067)
ESCOLAS_ESTADUAIS.1982022,1982022,ESCOLA ESTADUAL CAIO NELSON DE SENA,Estadual,31000191,RUA,ENGENHO DE DENTRO,887,,Alto Caiçaras,NOROESTE,POINT (607686.949908681 7799087.92925352)
ESCOLAS_ESTADUAIS.1982117,1982117,ESCOLA ESTADUAL MAJOR DELFINO DE PAULA RICARDO,Estadual,31000078,RUA,FRANCISCO NUNES,100,,Santa Cruz,NORDESTE,POINT (611124.757837491 7802070.07224696)
ESCOLAS_ESTADUAIS.1982164,1982164,ESCOLA ESTADUAL ZILDA ARNS NEUMANN,Estadual,31342440,RUA,HERACLITO,700,,Acaiaca,NORDESTE,POINT (615878.981824775 7805298.28515358)
ESCOLAS_ESTADUAIS.1981993,1981993,ESCOLA ESTADUAL AFONSO PENA,Estadual,31000264,AVENIDA,JOAO PINHEIRO,450,,Lourdes,CENTRO-SUL,POINT (611189.900007429 7796041.71930073)
ESCOLAS_ESTADUAIS.1981899,1981899,ESCOLA ESTADUAL PROFESSOR MORAIS,Estadual,31001503,RUA,CORNELIO CERQUEIRA,425,,Padre Eustáquio,NOROESTE,POINT (605936.719981795 7797821.31706876)
ESCOLAS_ESTADUAIS.1981831,1981831,ESCOLA ESTADUAL JOSE MENDES JUNIOR,Estadual,31000337,RUA,DOUTOR CAMILO ANTONIO NOGUEIRA,578,,Nossa Senhora da Conceição,CENTRO-SUL,POINT (613681.291157169 7795158.92899014)
ESCOLAS_ESTADUAIS.1982012,1982012,ESCOLA ESTADUAL PROFESSORA INES GERALDA DE OLIVEIRA,Estadual,31002348,RUA,MARIA MARTINS,550,,Juliana,NORTE,POINT (610878.907989806 7808577.07776485)
ESCOLAS_ESTADUAIS.1981725,1981725,ESCOLA ESTADUAL PEDRO FRANCA,Estadual,31001937,RUA,CHAQUIBE HASSAN SOUKI,705,,Olhos d'Água,BARREIRO,POINT (608558.502667387 7788884.8260656)
ESCOLAS_ESTADUAIS.1981982,1981982,ESCOLA ESTADUAL ALBERTO DELPINO,Estadual,31000426,RUA,FRANCISCO DUARTE MENDONCA,2282,,Teixeira Dias,BARREIRO,POINT (603239.776425445 7789088.96451381)
ESCOLAS_ESTADUAIS.1982027,1982027,ESCOLA ESTADUAL PROFESSOR CLOVIS SALGADO,Estadual,31000949,AVENIDA,DAS CASTANHOLAS,80,,Conjunto Califórnia I,NOROESTE,POINT (603647.78080121 7796680.7892199)
ESCOLAS_ESTADUAIS.1982253,1982253,ESCOLA ESTADUAL PAULO DAS GRACAS DA SILVA,Estadual,31001813,RUA,SILVA REIS,80,,Nova Vista,LESTE,POINT (615562.654745893 7800442.86346059)
ESCOLAS_ESTADUAIS.1982024,1982024,ESCOLA ESTADUAL ONDINA AMARAL BRANDAO,Estadual,31001431,RUA,CASA BRANCA,40,,Pompéia,LESTE,POINT (614815.548269301 7798145.56106984)
ESCOLAS_ESTADUAIS.1981921,1981921,ESCOLA ESTADUAL CABANA DO PAI TOMAS,Estadual,31000116,RUA,DA CHACARA,132,,Cabana do Pai Tomás,OESTE,POINT (604473.915449534 7794397.28402076)
ESCOLAS_ESTADUAIS.1981906,1981906,ESCOLA ESTADUAL DOUTOR ANTONIO AUGUSTO SOARES CANEDO,Estadual,31001848,RUA,CAPIM BRANCO,157,,Vista Alegre,OESTE,POINT (604538.076364001 7793694.57705473)
ESCOLAS_ESTADUAIS.1981999,1981999,ESCOLA ESTADUAL MARIO CASASSANTA,Estadual,31000558,RUA,CONSELHEIRO JOAQUIM CAETANO,1499,,Nova Granada,OESTE,POINT (608027.404327973 7794088.19693454)
ESCOLAS_ESTADUAIS.1982015,1982015,ESCOLA ESTADUAL SAO PEDRO E SAO PAULO,Estadual,31002381,RUA,ESTELA,22,,Piratininga,VENDA NOVA,POINT (605740.741000413 7808614.90006623)
ESCOLAS_ESTADUAIS.1982112,1982112,ESCOLA ESTADUAL CELSO MACHADO,Estadual,31001074,RUA,DONA LUIZA,491,,Milionários,BARREIRO,POINT (604104.097578704 7789891.47116591)
ESCOLAS_ESTADUAIS.1982139,1982139,ESCOLA ESTADUAL ASSIS CHATEAUBRIAND,Estadual,31001627,RUA,MARZAGANIA,289,,Boa Vista,LESTE,POINT (614623.387113828 7800012.94097007)
ESCOLAS_ESTADUAIS.1981980,1981980,ESCOLA ESTADUAL PROFESSOR JOAO CAMARA,Estadual,31002321,PRACA,JOAO VIANNA,142,,Rio Branco,VENDA NOVA,POINT (606746.709266988 7808031.47881994)
ESCOLAS_ESTADUAIS.1981948,1981948,ESCOLA ESTADUAL CESEC POETA MURILO MENDES,Estadual,31307068,RUA,DO ITAMBE,49,,Floresta,CENTRO-SUL,POINT (611742.841588384 7797070.03998903)
ESCOLAS_ESTADUAIS.1982228,1982228,ESCOLA ESTADUAL BENJAMIM GUIMARAES,Estadual,31002003,RUA,ITAPAGIPE,622,,Concórdia,NORDESTE,POINT (611528.952633191 7798914.76450071)
ESCOLAS_ESTADUAIS.1982020,1982020,ESCOLA ESTADUAL OLIVIA PINTO DE CASTRO LEITE,Estadual,31001350,RUA,GUACIRA,92,,Pindorama,NOROESTE,POINT (602655.484144477 7798413.1665995)
ESCOLAS_ESTADUAIS.1982257,1982257,ESCOLA ESTADUAL DOUTOR LUCAS MONTEIRO MACHADO,Estadual,31001082,RUA,GUARARAPES,1800,,Pindorama,NOROESTE,POINT (602535.729747767 7798210.55783993)
ESCOLAS_ESTADUAIS.1982144,1982144,ESCOLA ESTADUAL LAICE AGUIAR,Estadual,31001252,RUA,MARIA DA SILVEIRA,44,,Glória,NOROESTE,POINT (604095.200312709 7798400.30921659)
ESCOLAS_ESTADUAIS.1982221,1982221,ESCOLA ESTADUAL DESEMBARGADOR MARIO GONCALVES DE MATOS,Estadual,31001759,PRACA,CAPELA NOVA,20,,Minas Brasil,NOROESTE,POINT (605487.469892862 7797493.60377385)
ESCOLAS_ESTADUAIS.1981996,1981996,ESCOLA ESTADUAL SAO BENTO,Estadual,31000400,RUA,DIORITA,112,,Prado,OESTE,POINT (608127.813973965 7797045.56497085)
ESCOLAS_ESTADUAIS.1981918,1981918,ESCOLA ESTADUAL CARMO GIFFONI,Estadual,31000833,RUA,DO COLAR,85,,Jatobá,BARREIRO,POINT (598974.14345023 7788916.37964296)
ESCOLAS_ESTADUAIS.1982007,1982007,ESCOLA ESTADUAL JOAO ALPHONSUS,Estadual,31000892,RUA,DA COMUNIDADE,680,,Paraíso,LESTE,POINT (615118.253213406 7796797.59544433)
ESCOLAS_ESTADUAIS.1981882,1981882,ESCOLA ESTADUAL JULIA LOPES DE ALMEIDA,Estadual,31001171,RUA,PADRE JULIO MARIA,177,,Saudade,LESTE,POINT (615081.938515127 7797334.54614957)
ESCOLAS_ESTADUAIS.1982136,1982136,ESCOLA ESTADUAL PERO VAZ DE CAMINHA,Estadual,31000060,RUA,PACAJA,200,,Santa Cruz,NORDESTE,POINT (610381.238303167 7801175.35436419)
ESCOLAS_ESTADUAIS.1982029,1982029,ESCOLA ESTADUAL DEPUTADO ILACIR PEREIRA LIMA,Estadual,31000493,RUA,CONDE SANTA MARINHA,707,,Cachoeirinha,NORDESTE,POINT (610323.327738677 7800368.79853629)
ESCOLAS_ESTADUAIS.1981977,1981977,ESCOLA ESTADUAL AFRANIO DE MELO FRANCO,Estadual,31002259,RUA,DOS COMANCHES,678,,Santa Mônica,VENDA NOVA,POINT (606547.984419456 7807163.15556462)
ESCOLAS_ESTADUAIS.1981790,1981790,ESCOLA ESTADUAL SARAH KUBITSCHEK BAIRRO GRACA,Estadual,31000728,RUA,JUACEMA,315,,Graça,NORDESTE,POINT (611950.669848019 7799176.09130839)
ESCOLAS_ESTADUAIS.1981716,1981716,ESCOLA ESTADUAL DONA ARGENTINA VIANNA CASTELO BRANCO,Estadual,31000680,RUA,ORIENTE,758,,Serra,CENTRO-SUL,POINT (613126.848832552 7794305.89262322)
ESCOLAS_ESTADUAIS.1982025,1982025,ESCOLA ESTADUAL CORACAO EUCARISTICO,Estadual,31001317,RUA,ARCOS,410,,Saudade,LESTE,POINT (615360.804723372 7797888.16346237)
ESCOLAS_ESTADUAIS.1982220,1982220,ESCOLA ESTADUAL DONATO WERNECK DE FREITAS,Estadual,31002488,RUA,ALCIDES SOUZA,112,,Minaslândia,NORTE,POINT (611694.859020426 7804234.4216999)
ESCOLAS_ESTADUAIS.1981928,1981928,ESCOLA ESTADUAL SARAH KUBITSCHEK SAO GERALDO,Estadual,31001040,RUA,JANAITIBA,144,,São Geraldo,LESTE,POINT (615367.805445179 7798916.94405706)
ESCOLAS_ESTADUAIS.1981821,1981821,ESCOLA ESTADUAL PEDRO II,Estadual,31001970,AVENIDA,PROFESSOR ALFREDO BALENA,523,,Santa Efigênia,CENTRO-SUL,POINT (611991.36308962 7796334.14977735)
ESCOLAS_ESTADUAIS.1981927,1981927,ESCOLA ESTADUAL ALZIRA ALBUQUERQUE MOSQUEIRA,Estadual,31000663,RUA,PROFESSOR CICERO PEREIRA,69,,Salgado Filho,OESTE,POINT (606779.206139359 7793878.98951811)
ESCOLAS_ESTADUAIS.1982010,1982010,ESCOLA ESTADUAL BOLIVAR TINOCO MINEIRO,Estadual,31001384,RUA,DIVINO ESPIRITO SANTO,40,,Ribeiro de Abreu,NORDESTE,POINT (614587.237332434 7806413.9580616)
ESCOLAS_ESTADUAIS.1982009,1982009,ESCOLA ESTADUAL DIVINA PROVIDENCIA,Estadual,31001872,RUA,PROFESSORA RUTH PINA,381,,Lindéia,BARREIRO,POINT (598840.181463798 7790277.882513)
ESCOLAS_ESTADUAIS.1982226,1982226,ESCOLA ESTADUAL PROFESSOR GUILHERME AZEVEDO LAGE,Estadual,31000698,RUA,MARICA,285,,São Gabriel,NORDESTE,POINT (613846.389451663 7804896.49693641)
ESCOLAS_ESTADUAIS.1981983,1981983,ESCOLA ESTADUAL ALVARO LAUREANO PIMENTEL,Estadual,31000591,RUA,JOSE OVIDIO GUERRA,445,,Cardoso,BARREIRO,POINT (603775.764550528 7787856.55536712)
ESCOLAS_ESTADUAIS.1982026,1982026,ESCOLA ESTADUAL INSTITUTO SAO RAFAEL,Estadual,31000485,AVENIDA,AUGUSTO DE LIMA,2109,,Barro Preto,CENTRO-SUL,POINT (609214.18746827 7796925.61938543)
ESCOLAS_ESTADUAIS.1981885,1981885,ESCOLA ESTADUAL PRESIDENTE TANCREDO NEVES,Estadual,31000418,RUA,FURQUIM WERNECK,313,,Guarani,NORTE,POINT (613002.435533815 7805540.28589503)
ESCOLAS_ESTADUAIS.1982030,1982030,ESCOLA ESTADUAL MADRE CARMELITA,Estadual,31001457,AVENIDA,ANTONIO FRANCISCO LISBOA,500,,Bandeirantes,PAMPULHA,POINT (604468.786534382 7803895.12076363)
ESCOLAS_ESTADUAIS.1982148,1982148,ESCOLA ESTADUAL DESEMBARGADOR RODRIGUES CAMPOS,Estadual,31001791,AVENIDA,SINFRONIO BROCHADO,355,,Barreiro,BARREIRO,POINT (602951.509954703 7790842.42760148)
ESCOLAS_ESTADUAIS.1981919,1981919,ESCOLA ESTADUAL OLEGARIO MACIEL,Estadual,31001198,AVENIDA,OLEGARIO MACIEL,422,,Centro,HIPERCENTRO,POINT (610503.383994724 7797240.10537272)
ESCOLAS_ESTADUAIS.1981898,1981898,ESCOLA ESTADUAL GETULIO VARGAS,Estadual,31002542,RUA,GUIDO LEAO,22,,Serra Verde,VENDA NOVA,POINT (609513.033357245 7810808.74351576)
ESCOLAS_ESTADUAIS.1981932,1981932,ESCOLA ESTADUAL DEPUTADO ALVARO SALLES,Estadual,31002356,RUA,CARLOS LACERDA,350,,Trevo,PAMPULHA,POINT (603577.996220933 7806397.63138484)
ESCOLAS_ESTADUAIS.1981823,1981823,ESCOLA ESTADUAL BARAO DO RIO BRANCO,Estadual,31001945,AVENIDA,GETULIO VARGAS,1059,,Savassi,CENTRO-SUL,POINT (611667.647734249 7795127.75533544)
ESCOLAS_ESTADUAIS.1982242,1982242,ESCOLA ESTADUAL CORONEL VICENTE TORRES JUNIOR,Estadual,31001473,RUA,LEOPOLDO GOMES,1302,,Vera Cruz,LESTE,POINT (615603.933442439 7798010.13863468)
ESCOLAS_ESTADUAIS.1981998,1981998,ESCOLA ESTADUAL NOSSA SENHORA APARECIDA,Estadual,31000957,RUA,PAULO ARBEX,25,,Jardim América,OESTE,POINT (607938.217276067 7793623.4015423)
ESCOLAS_ESTADUAIS.1982165,1982165,ESCOLA ESTADUAL PROFESSORA ALAIDE LISBOA DE OLIVEIRA,Estadual,31342459,RUA,FOSFORO,198,,Jonas Veiga,LESTE,POINT (616323.919337141 7797171.76928233)
ESCOLAS_ESTADUAIS.1981806,1981806,ESCOLA ESTADUAL PROFESSORA FRANCISCA MALHEIROS,Estadual,31000205,RUA,RONALD DE CARVALHO,276,,Tupi B,NORTE,POINT (613567.209901334 7805852.90226288)
ESCOLAS_ESTADUAIS.1982241,1982241,ESCOLA ESTADUAL PROFESSOR ALISSON PEREIRA GUIMARAES,Estadual,31000582,RUA,DOS ECONOMISTAS,612,,Alípio de Melo,PAMPULHA,POINT (604111.7662139 7800522.95715775)
ESCOLAS_ESTADUAIS.1981828,1981828,ESCOLA ESTADUAL PEDRO PAULO PENIDO,Estadual,31002267,RUA,RONAM SOARES,40,,Floramar,NORTE,POINT (611942.143645017 7805973.34774655)
ESCOLAS_ESTADUAIS.1982197,1982197,ESCOLA ESTADUAL PADRE LEBRET,Estadual,31002224,RUA,SAO BENEDITO,123,,São João Batista,VENDA NOVA,POINT (609259.786987227 7808246.97495632)
ESCOLAS_ESTADUAIS.1982123,1982123,ESCOLA ESTADUAL PADRE JOAO MARIA KOOYMAN,Estadual,31000272,RUA,PORTO VELHO,1021,,Novo Glória,NOROESTE,POINT (603603.484125652 7798825.95257812)
ESCOLAS_ESTADUAIS.1981714,1981714,ESCOLA ESTADUAL DOM CABRAL,Estadual,31000442,RUA,SAO FELICISSIMO,153,,Estrela do Oriente,OESTE,POINT (605827.660445137 7792349.04093471)
ESCOLAS_ESTADUAIS.1981929,1981929,ESCOLA ESTADUAL CAMINHO A LUZ,Estadual,31001651,RUA,CRAVINAS,537,,Esplanada,LESTE,POINT (614853.718282547 7798737.88050493)
ESCOLAS_ESTADUAIS.1982246,1982246,ESCOLA ESTADUAL ANA DE CARVALHO SILVEIRA,Estadual,31000825,RUA,DOM LEME,235,,Silveira,NORDESTE,POINT (611980.412608395 7800588.20387697)
ESCOLAS_ESTADUAIS.1982229,1982229,ESCOLA ESTADUAL HELENA PENA,Estadual,31000213,RUA,GENOVEVA DE SOUZA,691,,Sagrada Família,LESTE,POINT (612471.955632722 7798560.84653968)
ESCOLAS_ESTADUAIS.1982161,1982161,ESCOLA ESTADUAL LAR DOS MENINOS,Estadual,31322555,RUA,SAO VICENTE,300,,Olhos d'Água,OESTE,POINT (608864.365769858 7789344.48250387)
ESCOLAS_ESTADUAIS.1982236,1982236,ESCOLA ESTADUAL SANDOVAL DE AZEVEDO,Estadual,31002186,RUA,POUSO ALEGRE,2382,,Santa Tereza,LESTE,POINT (613326.010709833 7797893.86230239)
ESCOLAS_ESTADUAIS.1982232,1982232,ESCOLA ESTADUAL BARAO DE MACAUBAS,Estadual,31001864,RUA,DAVID CAMPISTA,42,,Floresta,CENTRO-SUL,POINT (612121.416545856 7797427.93714011)
ESCOLAS_ESTADUAIS.1981817,1981817,ESCOLA ESTADUAL LAURA DAS CHAGAS FERREIRA,Estadual,31001333,RUA,SACRAMENTO,54,,Marçola,CENTRO-SUL,POINT (613935.469307592 7795029.25538482)
ESCOLAS_ESTADUAIS.1981883,1981883,ESCOLA ESTADUAL SANDRA RISOLETA DE LIMA HAUCK,Estadual,31000108,RUA,SACADURA CABRAL,402,,Oeste,OESTE,POINT (604075.56695744 7795081.08483509)
ESCOLAS_ESTADUAIS.1982207,1982207,ESCOLA ESTADUAL PADRE MATIAS,Estadual,31001694,RUA,CELIA COSTA,31,,Glória,NOROESTE,POINT (603968.478177569 7798975.55212756)
ESCOLAS_ESTADUAIS.1981900,1981900,ESCOLA ESTADUAL GERALDINA SOARES,Estadual,31002011,RUA,BONINAS,517,,Esplanada,LESTE,POINT (614596.513907267 7798594.5796734)
ESCOLAS_ESTADUAIS.1981705,1981705,ESCOLA ESTADUAL MARGARIDA BROCHADO,Estadual,31000311,RUA,BARAO DE COROMANDEL,426,,Barreiro,BARREIRO,POINT (602833.281039187 7790992.577039)
ESCOLAS_ESTADUAIS.1982021,1982021,ESCOLA ESTADUAL GUIA LOPES,Estadual,31000051,RUA,BARAO DE CAMARGOS,88,,Jardim São José,PAMPULHA,POINT (605235.21302416 7798323.99475018)
ESCOLAS_ESTADUAIS.1981719,1981719,ESCOLA ESTADUAL CANDIDO PORTINARI,Estadual,31000515,RUA,CAMPINA VERDE,600,,Salgado Filho,OESTE,POINT (606458.170683384 7794196.99478905)
ESCOLAS_ESTADUAIS.1981986,1981986,ESCOLA ESTADUAL ANTENOR PESSOA,Estadual,31002216,RUA,JOSE ALVES,154,,Jardim dos Comerciários,VENDA NOVA,POINT (607840.850346621 7811813.41901697)
ESCOLAS_ESTADUAIS.1982017,1982017,ESCOLA ESTADUAL MARIANO DE ABREU,Estadual,31000396,RUA,SIMAO TAMM,143,,Cachoeirinha,NORDESTE,POINT (610443.774786308 7800501.77147004)
ESCOLAS_ESTADUAIS.1982135,1982135,ESCOLA ESTADUAL DOUTOR EUZEBIO DIAS BICALHO,Estadual,31000922,AVENIDA,SERRANA,75,,Serrano,PAMPULHA,POINT (603336.862996186 7800938.60255434)
ESCOLAS_ESTADUAIS.1982000,1982000,ESCOLA ESTADUAL ENGENHEIRO PRADO LOPES,Estadual,31001481,RUA,ITAGUA,320,,Alto Vera Cruz,LESTE,POINT (616034.712840149 7798730.18207192)
ESCOLAS_ESTADUAIS.1982233,1982233,ESCOLA ESTADUAL JOSE BONIFACIO,Estadual,31000973,RUA,HERMILO ALVES,168,,Santa Tereza,LESTE,POINT (612554.232667107 7797355.28192886)
ESCOLAS_ESTADUAIS.1982240,1982240,ESCOLA ESTADUAL WALT DISNEY,Estadual,31001686,RUA,DOUTOR RAUL DE BRITO,9,,Casa Branca,LESTE,POINT (616355.113366113 7799726.3693009)
ESCOLAS_ESTADUAIS.1981708,1981708,ESCOLA ESTADUAL JOAO PAULO I,Estadual,31001929,RUA,SEBASTIAO RIBEIRO DE ARAUJO,71,,Jatobá,BARREIRO,POINT (599037.281880004 7789737.26255462)
ESCOLAS_ESTADUAIS.1981922,1981922,ESCOLA ESTADUAL PROFESSORA MARIA AUXILIADORA LANNA,Estadual,31001465,RUA,RUTILO,75,,Pindorama,NOROESTE,POINT (602362.971063922 7798256.9383993)
ESCOLAS_ESTADUAIS.1982133,1982133,ESCOLA ESTADUAL JOSE DE ALENCAR,Estadual,31002097,RUA,GUAXE,77,,Goiânia,NORDESTE,POINT (615330.154920124 7802762.30134574)
ESCOLAS_ESTADUAIS.1981889,1981889,ESCOLA ESTADUAL JOSE MIGUEL DO NASCIMENTO,Estadual,31000256,RUA,DANIEL JOSE DE CARVALHO,490,,Bairro Novo das Indústrias,BARREIRO,POINT (605127.613001942 7790885.61881004)
ESCOLAS_ESTADUAIS.1982108,1982108,ESCOLA ESTADUAL PROFESSOR AFFONSO NEVES,Estadual,31000540,RUA,GUIMARAES,900,,São Francisco,PAMPULHA,POINT (608796.667388188 7801411.74624731)
ESCOLAS_ESTADUAIS.1982116,1982116,ESCOLA ESTADUAL SANTOS DUMONT,Estadual,31002364,RUA,ALCIDES LINS,502,,Venda Nova,VENDA NOVA,POINT (609171.309077931 7808437.44618645)
ESCOLAS_ESTADUAIS.1981915,1981915,ESCOLA ESTADUAL DOMINGAS MARIA DE ALMEIDA,Estadual,31000604,RUA,JOANICO CIRILO DE ABREU,285,,Independência,BARREIRO,POINT (601000.023706085 7786091.69459941)
ESCOLAS_ESTADUAIS.1982031,1982031,ESCOLA ESTADUAL PROFESSORA MARIA MUZZI GUASTAFERRO,Estadual,31002461,RUA,IRINEU PINTO,255,,Venda Nova,VENDA NOVA,POINT (609035.631955885 7808350.65385278)
ESCOLAS_ESTADUAIS.1981890,1981890,ESCOLA ESTADUAL JOSE MENDES CORREA,Estadual,31001091,RUA,CARMELITA PRATES DA SILVA,682,,Salgado Filho,OESTE,POINT (606207.10121626 7794679.35660571)
ESCOLAS_ESTADUAIS.1981820,1981820,ESCOLA ESTADUAL AUGUSTO DE LIMA,Estadual,31001783,AVENIDA,DO CONTORNO,4947,,Serra,CENTRO-SUL,POINT (612482.180479649 7795119.14708763)
ESCOLAS_ESTADUAIS.1981947,1981947,ESCOLA ESTADUAL FRANCISCO SALES INSTITUTO DE DEFICIENCIA DA FALA E AUDICAO,Estadual,31001961,RUA,DOS GUAJAJARAS,1887,,Barro Preto,CENTRO-SUL,POINT (609713.860895073 7796712.52276063)
ESCOLAS_ESTADUAIS.1981931,1981931,ESCOLA ESTADUAL DEPUTADO MANOEL COSTA,Estadual,31002411,AVENIDA,HORACIO TERENA GUIMARAES,495,,Trevo,PAMPULHA,POINT (603729.208513633 7807426.11204059)
ESCOLAS_ESTADUAIS.1982260,1982260,ESCOLA ESTADUAL PROFESSOR CAETANO AZEREDO,Estadual,31000787,RUA,DOS GUAJAJARAS,1827,,Barro Preto,CENTRO-SUL,POINT (609778.755689682 7796702.84473056)
ESCOLAS_ESTADUAIS.1981718,1981718,ESCOLA ESTADUAL ARI DA FRANCA,Estadual,31002313,RUA,MINISTRO OLIVEIRA SALAZAR,1057,,Santa Mônica,VENDA NOVA,POINT (607418.811543864 7808223.03982825)
ESCOLAS_ESTADUAIS.1981904,1981904,ESCOLA ESTADUAL DOUTOR AURINO MORAIS,Estadual,31000841,RUA,DOMICIO GABRIEL DE VASCONCELOS,230,,Vale do Jatobá,BARREIRO,POINT (600704.863709511 7787138.1316002)
ESCOLAS_ESTADUAIS.1981981,1981981,ESCOLA ESTADUAL GERALDINA ANA GOMES,Estadual,31002453,RUA,GUERNICA,275,,Europa,VENDA NOVA,POINT (608184.603103631 7809552.00932036)
ESCOLAS_ESTADUAIS.1982107,1982107,ESCOLA ESTADUAL JORNALISTA JORGE PAES SARDINHA,Estadual,31000931,RUA,FRANCISCA SANTOS ANASTASIA,990,,Paquetá,PAMPULHA,POINT (605598.953707744 7800307.43102747)
